videoId,title,channelId,channelTitle,Date,videoViewCount,likeCount,dislikeCount,commentCount,channelViewCount,subscriberCount,videoCount,stock_price_before,stock_date_before,stock_price_after,stock_date_after
Zqd98YwWqMs,"Google Home Mini en español, ¿es útil?",UCEgF6KhiOxSe-oRDUJba3Kg,Victor Abarca,2018-07-21,751627,11834,992,731,84221654,654000,436,1197.8800048828125,2018-07-20,1252.8900146484375,2018-07-27
dvt_TnRrtbg,What the Google Home Mini can do in your Smart Home,UC05l2uRKGCpZU2sM8A1AMqg,Brian Alex,2017-10-30,768266,4791,851,451,4190436,18100,165,1033.6700439453123,2017-10-27,1049.989990234375,2017-11-03
LxuHbgz1UtI,Meet Nest Hub,UCWmlRLAOpx9f1t_cVkBx8-g,Google Nest,2018-10-09,773089,3313,481,372,274518288,295000,151,1155.9200439453125,2018-10-08,1102.43994140625,2018-10-15
2_pE3f4lJio,Meet Google Home Max,UCWmlRLAOpx9f1t_cVkBx8-g,Google Nest,2017-10-04,521213,2786,349,306,274518288,295000,151,972.0800170898438,2017-10-03,987.7999877929688,2017-10-10
4xWkqGZeWIc,Trên tay CƠN SỐT LOA GOOGLE HOME nói tiếng Việt ? Đáng mua VKL,UCSeca92q0ZaRIcLOcsNsQyg,BanLinhKien.Vn,2019-06-23,712816,9818,381,1291,20698358,176000,457,1125.3699951171877,2019-06-21,1082.800048828125,2019-06-28
ZZZC9Yety48,Tùy chỉnh câu yêu cầu và phản hồi của Google Home cực bá đạo,UCSeca92q0ZaRIcLOcsNsQyg,BanLinhKien.Vn,2019-07-25,152263,2283,63,281,20698358,176000,457,1139.72998046875,2019-07-24,1218.199951171875,2019-07-31
9TQFqaYfq7A,Hàng HOT GOOGLE HUB là máy tính bảng hay trợ lý ảo? BÁ ĐẠO hơn Alexa nhiều,UCSeca92q0ZaRIcLOcsNsQyg,BanLinhKien.Vn,2019-07-04,71897,817,31,203,20698358,176000,457,1122.989990234375,2019-07-03,1140.9100341796875,2019-07-10
vZGbKPHOjAM,【人工知能】話題の「しゃべるスピーカー」と会話した結果…ブチギレ寸前【Google Home Mini】,UC9WJo5ZJVXMZiA5XV2jLx5Q,吉田製作所,2019-08-10,700954,9523,2406,1466,237475033,706000,357,1188.9000244140625,2019-08-09,1179.2099609375,2019-08-16
VFKWyMSwoCs,How to Setup Google Home for Beginners,UChY9Cgv-iyPDvf1Bkyx20OQ,My Mate VINCE,2017-09-16,693133,4037,438,274,276012055,657000,1097,935.2899780273438,2017-09-15,943.260009765625,2017-09-22
zq-eSYTGbAY,FINALMENTE L&#39;HO COMPRATO! - Google Home,UCDz3CjAc51W-YtsxYtSPZXg,GiampyTek,2018-04-05,689709,36865,771,1910,536067549,1890000,2262,1029.7099609375,2018-04-04,1025.06005859375,2018-04-11
nEInzisK78c,Sjov med Google Home #2,UCVNSyYuNQUwJiD0TVst9Szg,Niki Topgaard,2019-05-05,682638,15423,268,539,85797848,216000,144,1189.550048828125,2019-05-03,1167.6400146484375,2019-05-10
p5ZeYN-_V0o,Sjov med Google Home #3,UCVNSyYuNQUwJiD0TVst9Szg,Niki Topgaard,2019-09-14,648326,14589,289,731,85797848,216000,144,1240.030029296875,2019-09-13,1229.8399658203125,2019-09-20
pM7qhOtZ8_c,便利すぎ！車内でGoogle Home使ってみた！,UCVPz_nauEJpqPxxvYiOpCHQ,カズチャンネル/Kazu Channel,2017-12-16,677547,3963,449,468,862368291,1830000,2358,1072.0,2017-12-15,1068.8599853515623,2017-12-22
3BJVTypIMI4,Philips Hue Smart Lights Setup (with Alexa &amp; Google Home!) | The Tech Chap,UCzlXf-yUIaOpOjEjPrOO9TA,The Tech Chap,2017-12-05,666111,5556,421,273,216034385,963000,720,1011.8699951171876,2017-12-04,1051.969970703125,2017-12-11
_GdvyWH5q2U,Google Assistant - What can it do in 2020?,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2020-01-04,660078,9166,364,487,17430070,99400,151,1361.52001953125,2020-01-03,1428.9599609375,2020-01-10
HDUl-TpObVc,Google Home Devices: Top 6 Features,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2017-12-24,340346,3049,213,169,17430070,99400,151,1068.8599853515623,2017-12-22,1053.4000244140623,2017-12-29
K9RrQ341qyE,Amazon Echo vs. Google Home first impressions,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2018-08-26,227938,1776,209,218,17430070,99400,151,1236.75,2018-08-24,1231.800048828125,2018-08-31
2WszBbGB8ec,Google Home &amp; Assistant Updates - September 2020,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2020-09-04,104464,1577,49,80,17430070,99400,151,1629.510009765625,2020-09-03,1526.050048828125,2020-09-10
p1vFJdB19Sc,Google Home &amp; Assistant Updates - November 2020,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2020-11-06,101203,2086,32,89,17430070,99400,151,1762.5,2020-11-05,1742.8199462890625,2020-11-12
R0bH1rQFOXQ,Google Home Max Review - 12 Months Later,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2019-03-23,67762,757,56,107,17430070,99400,151,1207.6500244140625,2019-03-22,1176.8900146484375,2019-03-29
F46chkbZ3r4,Google Home &amp; Assistant Updates - July 2020,UCJOl2JvledP26K2OQ_HLgnQ,6 Months Later Reviews,2020-07-03,66978,1543,51,86,17430070,99400,151,1469.9300537109375,2020-07-02,1518.6600341796875,2020-07-09
6G1mx8vc8Vg,Google Home Mini and Max first look,UCddiUEpeqJcYeBxX1IVBKvQ,The Verge,2017-10-04,654500,6272,305,369,872554838,3070000,3947,972.0800170898438,2017-10-03,987.7999877929688,2017-10-10
5qL_QfYdc48,Google Home Hub hands-on,UCddiUEpeqJcYeBxX1IVBKvQ,The Verge,2018-10-09,311601,2338,274,216,872554838,3070000,3947,1155.9200439453125,2018-10-08,1102.43994140625,2018-10-15
y-uC-orQRlg,Nonna italiana sfida la tecnologia di Google Home. Il video è a dir poco esilarante,UCWJhBqnyVdHAuxexgjghNFw,Fanpage.it,2018-01-22,644457,17569,855,781,1889235395,2280000,25473,1143.5,2018-01-19,1187.56005859375,2018-01-26
LZzOeVFj1m8,Tech Tips: How to set up a Google Home routine.,UC5pK3w6QEq1bUMmU2Hs43Pw,Best Buy,2019-12-18,616836,1868,853,102,151406089,326000,412,1354.8900146484375,2019-12-17,1344.4300537109375,2019-12-24
hdwTCf0l0KI,Top 10 Google Home Fails( Google Home Mini Fails),UCtCqDvKJgx0PsRV_P7qlh-Q,Listed,2017-12-29,604027,6872,664,1086,25302711,78300,130,1055.949951171875,2017-12-28,1095.760009765625,2018-01-04
vxIKbOqUR3E,How To Setup Your Music Services To Google Home Devices,UCmHO0Rw7nBFK2233om_vyWA,Tech Steve,2018-01-05,595397,3555,368,460,18200395,70600,343,1095.760009765625,2018-01-04,1112.050048828125,2018-01-11
c4c_-3Njss0,Make Phone Calls From Google Home Devices,UCmHO0Rw7nBFK2233om_vyWA,Tech Steve,2017-12-29,396561,2875,235,307,18200395,70600,343,1055.949951171875,2017-12-28,1095.760009765625,2018-01-04
y8nvE84WSwY,Google Home Mini | How To Make A Phone Call,UCmHO0Rw7nBFK2233om_vyWA,Tech Steve,2019-01-30,69979,557,57,93,18200395,70600,343,1070.06005859375,2019-01-29,1151.8699951171875,2019-02-05
pL6WKNOlYqM,Google Home Hub - How To Add Your Photos,UCmHO0Rw7nBFK2233om_vyWA,Tech Steve,2019-09-20,64405,468,40,60,18200395,70600,343,1238.75,2019-09-19,1242.2900390625,2019-09-26
1KVNK-T1jdI,Trucos AVANZADOS para tu GOOGLE HOME (Parte 1) | Sácale MÁS provecho + Review Google Nest Home Mini,UCbotAzxzA5Y8WcjNh5K9ZkQ,Tecnoanalisis en Español,2019-01-27,587329,13082,592,523,11382049,156000,72,1101.510009765625,2019-01-25,1118.6199951171877,2019-02-01
nVL_zjP-1i0,"Un mese con GOOGLE HOME Recensione TicHome, Home e Mini",UC5yXB_ThsufRJYMRlzIGoeQ,andreagaleazzi.com,2018-05-06,576730,8715,283,654,432057427,1080000,2461,1051.0,2018-05-04,1103.3800048828123,2018-05-11
UhnZ-c_Y_2Q,GOOGLE HOME e MINI Unboxing e prima configurazione,UC5yXB_ThsufRJYMRlzIGoeQ,andreagaleazzi.com,2018-03-26,325724,6296,198,370,432057427,1080000,2461,1026.550048828125,2018-03-23,1037.1400146484377,2018-03-29
NIeGL1k50CE,Introducing Technoblade Home,UCryKACitFpPVPiqvYH6pQBQ,OmicronGaming,2019-07-20,572881,26635,193,771,17596743,143000,496,1131.550048828125,2019-07-19,1245.219970703125,2019-07-26
dvL9CdNNfbY,"Claro que Funciona, Controlo toda mi casa con Google Home Mini Review -  México◀︎Denek32",UCFkRM-EP0VNqkuFrkHSkGFg,Denek32,2018-11-03,560472,10349,374,780,88688554,422000,1216,1071.489990234375,2018-11-02,1077.02001953125,2018-11-09
Ikouo8N1hA0,Quickly Add a New Smart Light to Your Google Home,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-05-25,557642,4042,395,292,67017615,317000,435,1085.449951171875,2018-05-24,1100.0,2018-05-31
0Mls_BDLzGQ,Pair Your Google Home Mini to a Bluetooth Speaker,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-08-17,499362,4586,175,462,67017615,317000,435,1224.06005859375,2018-08-16,1221.1600341796875,2018-08-23
ICOmPm5xtzk,Full Tour of the NEW Google Home App,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-10-15,485510,2960,269,393,67017615,317000,435,1120.5400390625,2018-10-12,1105.1800537109377,2018-10-19
naaX0DIhnag,Wake Up to Music With Your Google Home,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-02-02,476192,5741,196,504,67017615,317000,435,1181.5899658203125,2018-02-01,1007.7100219726562,2018-02-08
_HeDEsw_VyI,Google Home Hub Setup &amp; Home View Walkthrough,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-10-26,416368,3196,167,304,67017615,317000,435,1103.5899658203123,2018-10-25,1085.97998046875,2018-11-01
Jr0i1UHK0NA,Broadlink Mini 3 TV Remote Setup for Alexa &amp; Google Home,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-08-11,364410,2608,186,422,67017615,317000,435,1252.510009765625,2018-08-10,1215.8499755859375,2018-08-17
A2MvUieJhCI,Combine Smart Life Products Into One App &amp; Link to Google Home,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-01-04,303575,1704,127,288,67017615,317000,435,1091.52001953125,2018-01-03,1110.1400146484377,2018-01-10
BQOAbRUeFRo,Google Home Multiple Users Setup,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2017-06-29,238624,2129,127,318,67017615,317000,435,961.010009765625,2017-06-28,932.260009765625,2017-07-05
tdY3Q0xqBvI,2019 Google Home App Update &amp; New Features,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2019-11-11,231381,1875,85,245,67017615,317000,435,1309.0,2019-11-08,1333.5400390625,2019-11-15
_4xkuDq9Vzg,Google Home Mini &amp; GE C-Life Smart Bulb Setup,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2019-01-16,209349,1916,88,293,67017615,317000,435,1086.510009765625,2019-01-15,1078.6300048828123,2019-01-22
hoPCRgvI-yE,Choose a New Voice For Your Google Home,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-05-10,171291,1846,128,379,67017615,317000,435,1088.949951171875,2018-05-09,1084.0899658203123,2018-05-16
WYeGWKAIjBo,Use your Google Home as a Bluetooth Speaker,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-08-16,154114,1092,79,138,67017615,317000,435,1232.219970703125,2018-08-15,1221.75,2018-08-22
BKGuoq9qdt0,Change and Adjust Your Google Home Hub Settings,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2018-10-27,114491,773,51,134,67017615,317000,435,1083.75,2018-10-26,1071.489990234375,2018-11-02
5WSblQ9Fk1c,3 Ways to Bluetooth on the Google Home Hub,UCjMVmz06abZGVdWjd1mAMnQ,Tech With Brett,2019-02-07,58567,671,34,95,67017615,317000,435,1122.8900146484377,2019-02-06,1128.6300048828125,2019-02-13
9WqGvjMzEBI,"GOOGLE HOME ya en ESPAÑA, lo probamos: Qué puedes y qué no puedes hacer con él",UCUrYBZGlEOSD1_ds_HcNd6A,Xataka TV,2018-06-19,555227,3892,450,438,217894504,763000,3041,1183.5799560546875,2018-06-18,1139.280029296875,2018-06-25
Z-_YSEi_nbQ,Literally Just 15 Minutes of Google Home Telling Jokes,UCBpH9uGYnjck8xHuD3xH1qQ,David Chen,2016-11-07,541983,1708,360,116,3784759,15900,140,781.0999755859375,2016-11-04,771.75,2016-11-11
aac-3QLNXOk,SHOWDOWN: Google Home Hub VS New Amazon Echo Show!,UC9fSZHEh6XsRpX-xJc6lT3A,UrAvgConsumer,2018-11-20,518156,7054,361,985,401796481,3040000,899,1027.4200439453123,2018-11-19,1055.93994140625,2018-11-26
HrHe3Eop8uk,HABLANDO CON GOOGLE HOME,UCau9ZBF9vN8sNSc9fkbH3xg,soyrafaAnimacion,2020-03-28,510360,23393,185,752,42630191,342000,132,1110.260009765625,2020-03-27,1092.699951171875,2020-04-03
bfCSPDFj3cE,Provo Google Home e finisce MALISSIMO,UCHA-Jrd72-L3plh59UAhE7g,Otto Climan,2018-03-28,481678,10864,1248,667,22245501,153000,401,1006.9400024414062,2018-03-27,1018.6799926757812,2018-04-03
3butTaW67dw,Google Home en México y así lo probamos,UCL77wBJaCEeEe2gdcEqY6nQ,Unocero,2018-06-26,465077,7240,615,612,187740016,922000,4069,1139.280029296875,2018-06-25,1142.1099853515625,2018-07-02
E51X050XtU4,How to Connect &amp; Setup Google Home &amp; Home Mini in Phone,UCzvmBKjsw19OY5RBauMtVpA,MJ Tube,2018-11-07,461141,2283,498,73,252918208,609000,4428,1069.5699462890623,2018-11-06,1047.969970703125,2018-11-13
CSjBKfZJKwg,How to Connect &amp; Control TV from Google Home Mini-2020,UCzvmBKjsw19OY5RBauMtVpA,MJ Tube,2020-02-08,153239,722,170,56,252918208,609000,4428,1479.1099853515625,2020-02-07,1518.72998046875,2020-02-14
WVEcVh9kDE4,How to Completely Factory Reset Google Home Mini (Easy),UCzvmBKjsw19OY5RBauMtVpA,MJ Tube,2018-11-08,60280,338,46,9,252918208,609000,4428,1108.239990234375,2018-11-07,1054.5799560546877,2018-11-14
sXmOH_El3qo,How to Setup The Google Home Mini,UCtRSKEipM17PF7n0mi66btQ,Automate Your Life,2018-10-09,451044,2790,279,295,11610761,81900,519,1155.9200439453125,2018-10-08,1102.43994140625,2018-10-15
IZSUMfjVEbQ,The Google Home Mini Full Setup Video,UCtRSKEipM17PF7n0mi66btQ,Automate Your Life,2018-12-21,245806,669,97,114,11610761,81900,519,1023.5800170898438,2018-12-20,1052.9000244140623,2018-12-27
Rqx7DIT1aJM,The Google Home Hub Ultimate Setup Video,UCtRSKEipM17PF7n0mi66btQ,Automate Your Life,2018-12-14,79283,395,23,63,11610761,81900,519,1073.5400390625,2018-12-13,1023.5800170898438,2018-12-20
NVJcjU8b0jM,"The NEW (Amazing) Google Home Smart Display Interface, and More Google Updates!",UCtRSKEipM17PF7n0mi66btQ,Automate Your Life,2020-10-24,61762,693,25,240,11610761,81900,519,1632.97998046875,2020-10-23,1616.1099853515625,2020-10-30
n5gsY-G4Sl0,Google Home Hub and Nest Cameras Integrated and Working - Chromecast and Smart Displays Too!,UCtRSKEipM17PF7n0mi66btQ,Automate Your Life,2019-01-22,55183,324,54,161,11610761,81900,519,1107.300048828125,2019-01-18,1079.8599853515623,2019-01-28
_8ORmA-nGEw,The Best Google Home Compatible Products In 2020,UCtRSKEipM17PF7n0mi66btQ,Automate Your Life,2020-02-26,53082,832,42,230,11610761,81900,519,1386.3199462890625,2020-02-25,1337.719970703125,2020-03-03
LtJ8MNJDbXQ,How To Factory Reset Google Home Mini.,UCvSXieHSXQY4YvkQAbYYOXQ,CV Tech,2017-12-21,434405,4288,314,331,10146097,28600,846,1073.56005859375,2017-12-20,1060.199951171875,2017-12-27
7b3pN7GVk8s,Google Home: 15 lustige Sprachbefehle und Easter Eggs – TURN ON Spezial,UCip1RVSGWtkukxd0Am1NiRQ,TURN ON,2017-08-23,417492,9491,401,568,78482149,265000,1336,940.4000244140624,2017-08-22,935.75,2017-08-29
bR63331fzBA,Google Home: Die wichtigsten Features im Überblick – TURN ON Spezial,UCip1RVSGWtkukxd0Am1NiRQ,TURN ON,2017-08-22,208474,2626,176,238,78482149,265000,1336,920.8699951171876,2017-08-21,928.1300048828124,2017-08-28
lYxN5H8fY1g,Tout ce que l&#39;on peut faire avec Google Home !,UCUaHJ0fTA-1theR8A8Polmw,01TV,2017-05-24,409561,1665,258,132,192864643,517000,5500,970.5499877929688,2017-05-23,996.1699829101562,2017-05-30
pkKhQrdW3LE,GOOGLE HOME | Qué es y cómo sacarle partido | ChicaGeek,UCGdlvijxkue8x5AyBrBUljQ,ChicaGeek,2018-12-10,409157,9750,325,552,50637771,476000,604,1046.5799560546877,2018-12-07,1051.7099609375,2018-12-14
Mb4tN-L6hc4,Google Home : le test complet avec des démos en français,UCgoxc-VKU0cw9BcM9z_qokg,Frandroid,2017-08-12,401279,2490,251,261,61558535,277000,1372,930.0900268554688,2017-08-11,926.1799926757812,2017-08-18
duIfmYaA1Sk,Don&#39;t Buy Smart Speaker 😡 | Google Home | Amazon Alexa Etc.,UC1D1vdq169T7w5iJ45zZL5Q,Technical Dost,2019-12-17,384872,29105,1303,1453,170217647,1910000,902,1360.699951171875,2019-12-16,1350.6300048828125,2019-12-23
fVn9gbAfzC0,"Google Home Mini Unboxing ,Setup &amp; Review ll in telugu ll",UCb-xXZ7ltTvrh9C6DgB9H-Q,Prasadtechintelugu,2018-05-04,380196,8339,446,870,284405019,1500000,2400,1026.300048828125,2018-05-03,1105.469970703125,2018-05-10
TvhIMmW4TYQ,5 Google Home/Google Assistant Commands &amp; Tricks that you will ACTUALLY USE!,UCa5-N7CN3bwuGT6vl2RmdQg,NextTimeTech,2018-10-17,379298,6674,415,312,13765712,234000,81,1133.0799560546875,2018-10-16,1114.9100341796877,2018-10-23
8FW4NSwtzow,Go On An Adventure With Mickey Mouse &amp; Google Home,UC_5niPa-d35gg88HaS7RrIw,Disney,2017-11-28,377803,1635,129,130,2956993299,4970000,875,1072.010009765625,2017-11-27,1011.8699951171876,2017-12-04
6numfb3G3XQ,Así funciona Google Assistant con un Home Mini en español de México,UCSY4ttNkZ_GncKtQTNSr2rw,Xataka México,2018-06-18,376585,3191,337,308,17897805,111000,529,1159.27001953125,2018-06-15,1169.2900390625,2018-06-22
JpP7pvo6Z6g,Het slimste huis van Nederland met Google Home en Z-Wave,UCqsNfEAZ2UiubN60BSO3uIg,Tweakers Tech Hub,2019-05-27,360384,4644,206,742,27845837,65400,1658,1138.6099853515625,2019-05-24,1106.5,2019-05-31
hhcKK4YE45w,Wat is de beste Google Home smart speaker met Google Assistant?,UCqsNfEAZ2UiubN60BSO3uIg,Tweakers Tech Hub,2019-06-05,57707,275,25,43,27845837,65400,1658,1054.489990234375,2019-06-04,1081.0400390625,2019-06-11
EIhq2Cbug2c,Trải nghiệm cơn sốt GOOGLE HOME Mini nói tiếng Việt với iPhone,UCsFilrMH2u0mjbu0Cw2HTkQ,Mobile City,2019-07-07,345176,3868,105,143,195056911,551000,4931,1132.6700439453125,2019-07-05,1145.3399658203125,2019-07-12
ZfPB-pf5x80,25 Fonctions de Google Home en Français !,UCHGvOgxAA_MFOH1yyhjcR-Q,ArtBen,2017-09-21,344768,6092,625,185,21751257,146000,214,947.5399780273438,2017-09-20,959.9000244140624,2017-09-27
6dH9RaUJfLI,Tuto Android ChromeCast Google Home Connectez Votre Smartphone Sur Votre Télé  TV Box Portable !,UCVHeb0aSwL7p_Njrx10z0yQ,Vision High-Tech,2018-02-18,342878,1940,502,138,13595644,52500,1115,1095.5,2018-02-16,1128.0899658203125,2018-02-23
Vd1fLZUaMLg,Déballage Astuce Et Configuration Du [Google Home Mini] Vaut-il Vraiment Un Google Home Classique ?,UCVHeb0aSwL7p_Njrx10z0yQ,Vision High-Tech,2018-02-28,259635,2291,417,277,13595644,52500,1115,1117.510009765625,2018-02-27,1100.9000244140623,2018-03-06
KchnlCmS5po,Comment Réinitialiser Reset Usine Google Home Mini En Quelques Secondes !,UCVHeb0aSwL7p_Njrx10z0yQ,Vision High-Tech,2018-03-01,77628,625,55,94,13595644,52500,1115,1103.9200439453123,2018-02-28,1115.0400390625,2018-03-07
RZNqSy-zFXo,Carpool | Google Home now supports multiple users,UCIG1k8umaCIIrujZPzZPIMA,Made by Google,2017-04-20,338545,2461,417,616,231777098,1130000,352,856.510009765625,2017-04-19,889.1400146484375,2017-04-26
-HCaHT5qcE4,Cooking | Google Home now provides step-by-step recipe instructions,UCIG1k8umaCIIrujZPzZPIMA,Made by Google,2017-05-16,244053,495,99,30,231777098,1130000,352,959.219970703125,2017-05-15,964.0700073242188,2017-05-22
PVgFBcjBpMY,Family fun with Google Home,UCIG1k8umaCIIrujZPzZPIMA,Made by Google,2017-10-24,171850,1090,113,0,231777098,1130000,352,985.5399780273438,2017-10-23,1033.1300048828123,2017-10-30
